Alcaldía,Polígono ,Colonia ,Año,Mes,Ingreso por Estacionamiento en Vía Pública ,Contraprestación 30%                                (F)             ,Ingreso por Retiro de Candado Inmovilizador,70% Inmovilizador           (H),Pago al GCDMX       (F-H)
Cuauhtémoc,Roma - Hipódromo,Hipódromo I,2016,Agosto,2230622.0,669186.6,0.0,0.0,669186.6
Benito Juárez,Benito Juárez Sur,Crédito Constructor,2016,Agosto,396390.0,118917.0,54838.6,38387.02,80529.98
Benito Juárez,Benito Juárez Sur,Insurgentes Mixcoac,2016,Agosto,698986.0,209695.8,100177.6,70124.32,139571.48
Benito Juárez,Benito Juárez Norte,Ciudad de los Deportes,2016,Agosto,594142.0,178242.6,123926.6,86748.62,91493.98
Miguel Hidalgo,Polanco -Anzures,Chapultepec Morales,2016,Septiembre,1571576.0,471472.8,0.0,0.0,471472.8
Miguel Hidalgo,Polanco -Anzures,Palmitas,2016,Septiembre,389046.0,116713.8,0.0,0.0,116713.8
Miguel Hidalgo,Polanco -Anzures,Los Morales,2016,Septiembre,576310.0,172893.0,0.0,0.0,172893.0
Miguel Hidalgo,lomas Chapultepec,Lomas Virreyes,2016,Septiembre,591918.0,177575.4,0.0,0.0,177575.4
Cuauhtémoc,Roma - Hipódromo,Hipódromo I,2016,Septiembre,2050753.0,615225.9,0.0,0.0,615225.9
Cuauhtémoc,Roma - Hipódromo,Hipódromo II,2016,Septiembre,1840089.0,552026.7,0.0,0.0,552026.7
Benito Juárez,Benito Juárez Sur,Crédito Constructor,2016,Septiembre,366042.0,109812.6,44043.6,30830.52,78982.08
Benito Juárez,Benito Juárez Sur,Extremadura Insurgentes,2016,Septiembre,277536.0,83260.8,42100.5,29470.35,53790.45
Benito Juárez,Benito Juárez Sur,San José Insurgentes,2016,Septiembre,1449849.0,434954.7,193014.6,135110.22,299844.48
Benito Juárez,Benito Juárez Sur,Insurgentes Mixcoac,2016,Septiembre,652972.0,195891.6,73190.1,51233.07,144658.53
Miguel Hidalgo,Polanco -Anzures,Polanco Reforma,2016,Octubre,1889626.0,566887.8,0.0,0.0,566887.8
Miguel Hidalgo,Polanco -Anzures,Los Morales,2016,Octubre,579906.0,173971.8,0.0,0.0,173971.8
Miguel Hidalgo,Polanco -Anzures,Rincón del Bosque,2016,Octubre,125672.0,37701.6,0.0,0.0,37701.6
Miguel Hidalgo,Polanco -Anzures,Morales Secc. Palmas,2016,Octubre,446671.0,134001.3,0.0,0.0,134001.3
Miguel Hidalgo,Polanco -Anzures,Anzures,2016,Octubre,1422736.0,426820.8,0.0,0.0,426820.8
Benito Juárez,Benito Juárez Sur,Noche Buena,2016,Octubre,469269.0,140780.7,58724.8,41107.36,99673.34
Benito Juárez,Benito Juárez Sur,Crédito Constructor,2016,Octubre,363822.0,109146.6,52463.7,36724.59,72422.01
Benito Juárez,Benito Juárez Sur,Extremadura Insurgentes,2016,Octubre,266155.0,79846.5,77724.0,54406.8,25439.7
Benito Juárez,Benito Juárez Sur,Insurgentes Mixcoac,2016,Octubre,651394.0,195418.2,31305.5,21913.85,173504.35
Miguel Hidalgo,Polanco -Anzures,Chapultepec Morales,2016,Noviembre,1570650.0,471195.0,0.0,0.0,471195.0
Miguel Hidalgo,Polanco -Anzures,Polanco Reforma,2016,Noviembre,1827440.0,548232.0,0.0,0.0,548232.0
Miguel Hidalgo,Polanco -Anzures,Palmitas,2016,Noviembre,381603.0,114480.9,0.0,0.0,114480.9
Miguel Hidalgo,Polanco -Anzures,Rincón del Bosque,2016,Noviembre,123632.0,37089.6,0.0,0.0,37089.6
Miguel Hidalgo,Polanco -Anzures,Anzures,2016,Noviembre,1368693.0,410607.9,0.0,0.0,410607.9
Miguel Hidalgo,lomas Chapultepec,Lomas de Chapultepec,2016,Noviembre,2744062.0,823218.6,0.0,0.0,823218.6
Miguel Hidalgo,lomas Chapultepec,Lomas Virreyes,2016,Noviembre,588067.0,176420.1,0.0,0.0,176420.1
Cuauhtémoc,Roma - Hipódromo,Hipódromo I,2016,Noviembre,1975279.0,592583.7,0.0,0.0,592583.7
Alvaro Obregón,Florida,Florida,2016,Noviembre,718516.0,215554.8,0.0,0.0,215554.8
Benito Juárez,Benito Juárez Sur,Noche Buena,2016,Noviembre,453101.0,135930.3,60020.2,42014.14,93916.16
Benito Juárez,Benito Juárez Sur,Extremadura Insurgentes,2016,Noviembre,265413.0,79623.9,40157.4,28110.18,51513.72
Miguel Hidalgo,Polanco -Anzures,Bosques de Chapultepec,2016,Diciembre,813408.0,244022.4,0.0,0.0,244022.4
Miguel Hidalgo,Polanco -Anzures,Polanco Chapultepec,2016,Diciembre,2369805.0,710941.5,0.0,0.0,710941.5
Miguel Hidalgo,Polanco -Anzures,Los Morales,2016,Diciembre,585140.0,175542.0,0.0,0.0,175542.0
Miguel Hidalgo,lomas Chapultepec,Lomas de Chapultepec,2016,Diciembre,2561851.0,768555.3,0.0,0.0,768555.3
Cuauhtémoc,Roma - Hipódromo,Hipódromo I,2016,Diciembre,2039608.0,611882.4,0.0,0.0,611882.4
Benito Juárez,Benito Juárez Sur,Extremadura Insurgentes,2016,Diciembre,284431.0,85329.3,45554.9,31888.43,53440.87
Benito Juárez,Benito Juárez Norte,Ciudad de los Deportes,2016,Diciembre,589076.0,176722.8,136664.7,95665.29,81057.51
Benito Juárez,Benito Juárez Norte,Ampliación Napoles,2016,Diciembre,645445.0,193633.5,141846.3,99292.41,94341.09
Miguel Hidalgo,Polanco -Anzures,Polanco Chapultepec,2017,Enero,2315461.0,694638.3,0.0,0.0,694638.3
Miguel Hidalgo,Polanco -Anzures,Polanco Reforma,2017,Enero,1864981.0,559494.3,0.0,0.0,559494.3
Cuauhtémoc,Roma - Hipódromo,Roma I,2017,Enero,2769289.0,830786.7,0.0,0.0,830786.7
Alvaro Obregón,Florida,Florida,2017,Enero,644685.0,193405.5,0.0,0.0,193405.5
Benito Juárez,Benito Juárez Sur,Crédito Constructor,2017,Enero,333743.0,100122.9,42655.0,29858.5,70264.4
Benito Juárez,Benito Juárez Sur,Extremadura Insurgentes,2017,Enero,271618.0,81485.4,40634.5,28444.15,53041.25
Benito Juárez,Benito Juárez Norte,Napoles,2017,Enero,1885694.0,565708.2,433095.4,303166.78,262541.42
Miguel Hidalgo,Polanco -Anzures,Morales Secc. Alameda,2017,Febrero,258651.0,77595.3,0.0,0.0,77595.3
Alvaro Obregón,Florida,Florida,2017,Febrero,637960.0,191388.0,0.0,0.0,191388.0
Benito Juárez,Benito Juárez Sur,Extremadura Insurgentes,2017,Febrero,257006.0,77101.8,35920.0,25144.0,51957.8
Benito Juárez,Benito Juárez Sur,San José Insurgentes,2017,Febrero,1371411.0,411423.3,212377.0,148663.9,262759.4
Benito Juárez,Benito Juárez Norte,Ampliación Napoles,2017,Febrero,585060.0,175518.0,109556.0,76689.2,98828.8
Miguel Hidalgo,Polanco -Anzures,Polanco Reforma,2017,Marzo,2014960.0,604488.0,0.0,0.0,604488.0
Miguel Hidalgo,Polanco -Anzures,Palmitas,2017,Marzo,426205.0,127861.5,0.0,0.0,127861.5
Miguel Hidalgo,Polanco -Anzures,Del Bosque,2017,Marzo,90609.0,27182.7,0.0,0.0,27182.7
Miguel Hidalgo,Polanco -Anzures,Los Morales,2017,Marzo,588635.0,176590.5,0.0,0.0,176590.5
Miguel Hidalgo,Polanco -Anzures,Anzures,2017,Marzo,1475930.0,442779.0,0.0,0.0,442779.0
Miguel Hidalgo,lomas Chapultepec,Lomas Virreyes,2017,Marzo,655755.0,196726.5,0.0,0.0,196726.5
Cuauhtémoc,Roma - Hipódromo,Roma II,2017,Marzo,2707911.0,812373.3,0.0,0.0,812373.3
Cuauhtémoc,Roma - Hipódromo,Hipódromo I,2017,Marzo,2187391.0,656217.3,0.0,0.0,656217.3
Alvaro Obregón,Florida,Florida,2017,Marzo,745599.0,223679.7,0.0,0.0,223679.7
Benito Juárez,Benito Juárez Sur,Extremadura Insurgentes,2017,Marzo,288235.0,86470.5,40634.5,28444.15,58026.35
Benito Juárez,Benito Juárez Norte,Ampliación Napoles,2017,Marzo,699854.0,209956.2,131557.0,92089.9,117866.3
Benito Juárez,Benito Juárez Norte,Napoles,2017,Marzo,2005190.0,601557.0,504451.5,353116.05,248440.95
Miguel Hidalgo,Polanco -Anzures,Bosques de Chapultepec,2017,Abril,733437.0,220031.1,0.0,0.0,220031.1
Miguel Hidalgo,Polanco -Anzures,Los Morales,2017,Abril,495056.0,148516.8,0.0,0.0,148516.8
Miguel Hidalgo,Polanco -Anzures,Morales Secc. Alameda,2017,Abril,227135.0,68140.5,0.0,0.0,68140.5
Miguel Hidalgo,Polanco -Anzures,Morales Secc. Palmas,2017,Abril,391853.0,117555.9,0.0,0.0,117555.9
Miguel Hidalgo,Polanco -Anzures,Anzures,2017,Abril,1222654.0,366796.2,0.0,0.0,366796.2
Cuauhtémoc,Roma - Hipódromo,Roma I,2017,Abril,2718363.0,815508.9,0.0,0.0,815508.9
Cuauhtémoc,Roma - Hipódromo,Hipódromo I,2017,Abril,1999128.0,599738.4,0.0,0.0,599738.4
Benito Juárez,Benito Juárez Sur,Noche Buena,2017,Abril,418654.0,125596.2,83289.5,58302.65,67293.55
Benito Juárez,Benito Juárez Sur,San José Insurgentes,2017,Abril,1320766.0,396229.8,217765.0,152435.5,243794.3
Benito Juárez,Benito Juárez Norte,Ciudad de los Deportes,2017,Abril,481581.0,144474.3,122577.0,85803.9,58670.4
Miguel Hidalgo,Polanco -Anzures,Polanco Reforma,2017,Mayo,1977972.0,593391.6,0.0,0.0,593391.6
Cuauhtémoc,Roma - Hipódromo,Roma II,2017,Mayo,2646439.0,793931.7,0.0,0.0,793931.7
Alvaro Obregón,Florida,Florida,2017,Mayo,727635.0,218290.5,0.0,0.0,218290.5
Benito Juárez,Benito Juárez Sur,Crédito Constructor,2017,Mayo,373244.0,111973.2,56574.0,39601.8,72371.4
Miguel Hidalgo,Polanco -Anzures,Bosques de Chapultepec,2017,Junio,892364.0,267709.2,0.0,0.0,267709.2
Miguel Hidalgo,Polanco -Anzures,Chapultepec Morales,2017,Junio,1735916.0,520774.8,0.0,0.0,520774.8
Miguel Hidalgo,Polanco -Anzures,Polanco Chapultepec,2017,Junio,2627197.0,788159.1,0.0,0.0,788159.1
Miguel Hidalgo,Polanco -Anzures,Morales Secc. Palmas,2017,Junio,525107.0,157532.1,0.0,0.0,157532.1
Miguel Hidalgo,Polanco -Anzures,Anzures,2017,Junio,1483904.0,445171.2,0.0,0.0,445171.2
Benito Juárez,Benito Juárez Sur,Crédito Constructor,2017,Junio,385666.0,115699.8,47369.5,33158.65,82541.15
Benito Juárez,Benito Juárez Sur,San José Insurgentes,2017,Junio,1621393.0,486417.9,255256.5,178679.55,307738.35
Benito Juárez,Benito Juárez Sur,Insurgentes Mixcoac,2017,Junio,694963.0,208488.9,120556.5,84389.55,124099.35
Benito Juárez,Benito Juárez Norte,Napoles,2017,Junio,2095468.0,628640.4,493675.5,345572.85,283067.55
Miguel Hidalgo,Polanco -Anzures,Bosques de Chapultepec,2017,Julio,765043.0,229512.9,0.0,0.0,229512.9
Miguel Hidalgo,Polanco -Anzures,Del Bosque,2017,Julio,89626.0,26887.8,0.0,0.0,26887.8
Miguel Hidalgo,Polanco -Anzures,Los Morales,2017,Julio,537579.0,161273.7,0.0,0.0,161273.7
Miguel Hidalgo,Polanco -Anzures,Rincón del Bosque,2017,Julio,121070.0,36321.0,0.0,0.0,36321.0
Miguel Hidalgo,Polanco -Anzures,Anzures,2017,Julio,1412326.0,423697.8,0.0,0.0,423697.8
Miguel Hidalgo,lomas Chapultepec,Lomas de Chapultepec,2017,Julio,2594137.0,778241.1,0.0,0.0,778241.1
Miguel Hidalgo,lomas Chapultepec,Lomas Virreyes,2017,Julio,599091.0,179727.3,0.0,0.0,179727.3
Benito Juárez,Benito Juárez Sur,Noche Buena,2017,Julio,451664.0,135499.2,80820.0,56574.0,78925.2
Benito Juárez,Benito Juárez Sur,Crédito Constructor,2017,Julio,350941.0,105282.3,46247.0,32372.9,72909.4
Miguel Hidalgo,Polanco -Anzures,Bosques de Chapultepec,2017,Agosto,901341.0,270402.3,0.0,0.0,270402.3
Miguel Hidalgo,Polanco -Anzures,Chapultepec Morales,2017,Agosto,1749882.0,524964.6,0.0,0.0,524964.6
Miguel Hidalgo,Polanco -Anzures,Los Morales,2017,Agosto,594628.0,178388.4,0.0,0.0,178388.4
Miguel Hidalgo,Polanco -Anzures,Rincón del Bosque,2017,Agosto,134169.0,40250.7,0.0,0.0,40250.7
Miguel Hidalgo,lomas Chapultepec,Lomas de Chapultepec,2017,Agosto,3065090.0,919527.0,0.0,0.0,919527.0
Miguel Hidalgo,lomas Chapultepec,Lomas Virreyes,2017,Agosto,678946.0,203683.8,0.0,0.0,203683.8
Benito Juárez,Benito Juárez Sur,Noche Buena,2017,Agosto,502333.0,150699.9,92494.0,64745.8,85954.1
Benito Juárez,Benito Juárez Sur,Insurgentes Mixcoac,2017,Agosto,698213.0,209463.9,122128.0,85489.6,123974.3
Benito Juárez,Benito Juárez Norte,Ciudad de los Deportes,2017,Agosto,615709.0,184712.7,152660.0,106862.0,77850.7
Miguel Hidalgo,Polanco -Anzures,Chapultepec Morales,2017,Septiembre,1294470.0,388341.0,0.0,0.0,388341.0
Miguel Hidalgo,Polanco -Anzures,Morales Secc. Alameda,2017,Septiembre,266757.0,80027.1,0.0,0.0,80027.1
Miguel Hidalgo,lomas Chapultepec,Lomas de Chapultepec,2017,Septiembre,2388836.0,716650.8,0.0,0.0,716650.8
Cuauhtémoc,Roma - Hipódromo,Roma II,2017,Septiembre,1881034.0,564310.2,0.0,0.0,564310.2
Alvaro Obregón,Florida,Florida,2017,Septiembre,571313.79,171394.137,0.0,0.0,171394.137
Miguel Hidalgo,Polanco -Anzures,Polanco Chapultepec,2017,Octubre,2674455.0,802336.5,0.0,0.0,802336.5
Miguel Hidalgo,Polanco -Anzures,Anzures,2017,Octubre,1500578.0,450173.4,0.0,0.0,450173.4
Cuauhtémoc,Roma - Hipódromo,Roma I,2017,Octubre,2498734.0,749620.2,0.0,0.0,749620.2
Alvaro Obregón,Florida,Florida,2017,Octubre,783151.72,234945.516,0.0,0.0,234945.516
Benito Juárez,Benito Juárez Sur,Noche Buena,2017,Octubre,503328.0,150998.4,78799.5,55159.65,95838.75
Benito Juárez,Benito Juárez Sur,Crédito Constructor,2017,Octubre,396820.0,119046.0,46920.5,32844.35,86201.65
Benito Juárez,Benito Juárez Sur,San José Insurgentes,2017,Octubre,1728293.0,518487.9,293421.5,205395.05,313092.85
Miguel Hidalgo,Polanco -Anzures,Bosques de Chapultepec,2017,Noviembre,862139.0,258641.7,0.0,0.0,258641.7
Miguel Hidalgo,Polanco -Anzures,Polanco Chapultepec,2017,Noviembre,2575935.0,772780.5,0.0,0.0,772780.5
Miguel Hidalgo,Polanco -Anzures,Polanco Reforma,2017,Noviembre,1979034.0,593710.2,0.0,0.0,593710.2
Miguel Hidalgo,Polanco -Anzures,Palmitas,2017,Noviembre,405171.0,121551.3,0.0,0.0,121551.3
Miguel Hidalgo,Polanco -Anzures,Del Bosque,2017,Noviembre,78433.0,23529.9,0.0,0.0,23529.9
Miguel Hidalgo,Polanco -Anzures,Los Morales,2017,Noviembre,543891.0,163167.3,0.0,0.0,163167.3
Miguel Hidalgo,Polanco -Anzures,Morales Secc. Alameda,2017,Noviembre,330583.0,99174.9,0.0,0.0,99174.9
Miguel Hidalgo,Polanco -Anzures,Morales Secc. Palmas,2017,Noviembre,486534.0,145960.2,0.0,0.0,145960.2
Miguel Hidalgo,lomas Chapultepec,Lomas de Chapultepec,2017,Noviembre,2993954.0,898186.2,0.0,0.0,898186.2
Cuauhtémoc,Roma - Hipódromo,Roma I,2017,Noviembre,2492942.0,747882.6,0.0,0.0,747882.6
Cuauhtémoc,Roma - Hipódromo,Hipódromo I,2017,Noviembre,1572737.0,471821.1,0.0,0.0,471821.1
Cuauhtémoc,Roma - Hipódromo,Hipódromo II,2017,Noviembre,1542119.0,462635.7,0.0,0.0,462635.7
Alvaro Obregón,Florida,Florida,2017,Noviembre,713717.24,214115.172,0.0,0.0,214115.172
Benito Juárez,Benito Juárez Sur,San José Insurgentes,2017,Noviembre,1619457.0,485837.1,257501.5,180251.05,305586.05
Miguel Hidalgo,Polanco -Anzures,Chapultepec Morales,2017,Diciembre,878846.0,263653.8,0.0,0.0,263653.8
Miguel Hidalgo,Polanco -Anzures,Palmitas,2017,Diciembre,223222.0,66966.6,0.0,0.0,66966.6
Miguel Hidalgo,Polanco -Anzures,Bosques de Chapultepec,2017,Diciembre,358410.0,107523.0,17960.0,12572.0,94951.0
Miguel Hidalgo,Polanco -Anzures,Del Bosque,2017,Diciembre,31939.0,9581.7,1347.0,942.9,8638.8
Miguel Hidalgo,Polanco -Anzures,Rincón del Bosque,2017,Diciembre,54573.0,16371.9,6510.5,4557.35,11814.55
Miguel Hidalgo,Polanco -Anzures,Anzures,2017,Diciembre,751391.0,225417.3,0.0,0.0,225417.3
Miguel Hidalgo,lomas Chapultepec,Lomas de Chapultepec,2017,Diciembre,1679413.0,503823.9,0.0,0.0,503823.9
Miguel Hidalgo,lomas Chapultepec,Lomas Virreyes,2017,Diciembre,359988.0,107996.4,0.0,0.0,107996.4
Miguel Hidalgo,lomas Chapultepec,Lomas Virreyes,2017,Diciembre,226596.0,67978.8,6061.5,4243.05,63735.75
Cuauhtémoc,Roma - Hipódromo,Roma II,2017,Diciembre,1399576.0,419872.8,0.0,0.0,419872.8
Cuauhtémoc,Roma - Hipódromo,Hipódromo I,2017,Diciembre,933294.0,279988.2,0.0,0.0,279988.2
Cuauhtémoc,Roma - Hipódromo,Roma I,2017,Diciembre,1123462.0,337038.6,0.0,0.0,337038.6
Cuauhtémoc,Roma - Hipódromo,Hipódromo II,2017,Diciembre,633912.0,190173.6,0.0,0.0,190173.6
Benito Juárez,Benito Juárez Sur,Noche Buena,2017,Diciembre,443098.0,132929.4,81718.0,57202.6,75726.8
Benito Juárez,Benito Juárez Sur,Extremadura Insurgentes,2017,Diciembre,260055.0,78016.5,37716.0,26401.2,51615.3
Benito Juárez,Benito Juárez Sur,Insurgentes Mixcoac,2017,Diciembre,568861.0,170658.3,93392.0,65374.4,105283.9
Miguel Hidalgo,Polanco -Anzures,Bosques de Chapultepec,2018,Enero,965415.0,289624.5,56358.4,39450.88,250173.62
Miguel Hidalgo,Polanco -Anzures,Palmitas,2018,Enero,474602.0,142380.6,37177.6,26024.32,116356.28
Miguel Hidalgo,lomas Chapultepec,Lomas de Chapultepec,2018,Enero,3515821.0,1054746.3,164812.8,115368.96,939377.34
Miguel Hidalgo,lomas Chapultepec,Lomas Virreyes,2018,Enero,764614.0,229384.2,21075.2,14752.64,214631.56
Benito Juárez,Benito Juárez Sur,Crédito Constructor,2018,Enero,398535.0,119560.5,36704.0,25692.8,93867.7
Benito Juárez,Benito Juárez Sur,Extremadura Insurgentes,2018,Enero,284603.0,85380.9,50438.4,35306.88,50074.02
Benito Juárez,Benito Juárez Sur,San José Insurgentes,2018,Enero,1734678.0,520403.4,255033.6,178523.52,341879.88
Benito Juárez,Benito Juárez Norte,Ampliación Napoles,2018,Enero,671139.0,201341.7,176652.8,123656.96,77684.74
Miguel Hidalgo,Polanco -Anzures,Polanco Reforma,2018,Febrero,2375641.0,712692.3,152499.2,106749.44,605942.86
Miguel Hidalgo,Polanco -Anzures,Palmitas,2018,Febrero,496283.0,148884.9,47123.2,32986.24,115898.66
Miguel Hidalgo,Polanco -Anzures,Del Bosque,2018,Febrero,92824.0,27847.2,7104.0,4972.8,22874.4
Miguel Hidalgo,Polanco -Anzures,Los Morales,2018,Febrero,657102.0,197130.6,64883.2,45418.24,151712.36
Miguel Hidalgo,Polanco -Anzures,Anzures,2018,Febrero,1709921.0,512976.3,120294.4,84206.08,428770.22
Cuauhtémoc,Roma - Hipódromo,Roma I,2018,Febrero,2922673.0,876801.9,0.0,0.0,876801.9
Alvaro Obregón,Florida,Florida,2018,Febrero,842126.0,252637.8,109638.4,76746.88,175890.92
Benito Juárez,Benito Juárez Sur,Extremadura Insurgentes,2018,Febrero,290635.38,87190.614,33388.8,23372.16,63818.454
Benito Juárez,Benito Juárez Norte,Ampliación Napoles,2018,Febrero,633017.0,189905.1,148473.6,103931.52,85973.58
Miguel Hidalgo,Polanco -Anzures,Del Bosque,2018,Marzo,94785.0,28435.5,5683.2,3978.24,24457.26
Miguel Hidalgo,Polanco -Anzures,Morales Secc. Alameda,2018,Marzo,425642.0,127692.6,43808.0,30665.6,97027.0
Miguel Hidalgo,Polanco -Anzures,Morales Secc. Palmas,2018,Marzo,631250.0,189375.0,52096.0,36467.2,152907.8
Miguel Hidalgo,lomas Chapultepec,Lomas de Chapultepec,2018,Marzo,3605059.0,1081517.7,160076.8,112053.76,969463.94
Cuauhtémoc,Roma - Hipódromo,Hipódromo I,2018,Marzo,2378746.0,713623.8,85011.2,59507.84,654115.96
Benito Juárez,Benito Juárez Sur,Noche Buena,2018,Marzo,550307.86,165092.358,57779.2,40445.44,124646.918
Benito Juárez,Benito Juárez Sur,Extremadura Insurgentes,2018,Marzo,1786633.53,535990.059,34809.6,24366.72,511623.339
Benito Juárez,Benito Juárez Norte,Ampliación Napoles,2018,Marzo,661329.0,198398.7,141132.8,98792.96,99605.74
Miguel Hidalgo,Polanco -Anzures,Los Morales,2018,Abril,737217.0,221165.1,69856.0,48899.2,172265.9
Miguel Hidalgo,lomas Chapultepec,Lomas de Chapultepec,2018,Abril,3845271.0,1153581.3,150841.6,105589.12,1047992.18
Cuauhtémoc,Roma - Hipódromo,Roma I,2018,Abril,3432926.0,1029877.8,212883.2,149018.24,880859.56
Cuauhtémoc,Roma - Hipódromo,Hipódromo II,2018,Abril,2191671.0,657501.3,128582.4,90007.68,567493.62
Benito Juárez,Benito Juárez Sur,Crédito Constructor,2018,Abril,366787.0,110036.1,29126.4,20388.48,89647.62
Benito Juárez,Benito Juárez Sur,San José Insurgentes,2018,Abril,1566115.0,469834.5,184940.8,129458.56,340375.94
Benito Juárez,Benito Juárez Sur,Insurgentes Mixcoac,2018,Abril,604709.0,181412.7,77670.4,54369.28,127043.42
Miguel Hidalgo,Polanco -Anzures,Polanco Reforma,2018,Mayo,2725054.0,817516.2,122662.4,85863.68,731652.52
Miguel Hidalgo,Polanco -Anzures,Palmitas,2018,Mayo,574990.0,172497.0,41913.6,29339.52,143157.48
Miguel Hidalgo,Polanco -Anzures,Los Morales,2018,Mayo,774419.0,232325.7,60857.6,42600.32,189725.38
Miguel Hidalgo,Polanco -Anzures,Morales Secc. Alameda,2018,Mayo,468548.0,140564.4,31968.0,22377.6,118186.8
Alvaro Obregón,Florida,Florida,2018,Mayo,1020368.0,306110.4,126451.2,88515.84,217594.56
Benito Juárez,Benito Juárez Sur,Crédito Constructor,2018,Mayo,379418.0,113825.4,33388.8,23372.16,90453.24
Benito Juárez,Benito Juárez Sur,San José Insurgentes,2018,Mayo,1650643.0,495192.9,184704.0,129292.8,365900.1
Benito Juárez,Benito Juárez Norte,Ciudad de los Deportes,2018,Mayo,671388.0,201416.4,118636.8,83045.76,118370.64
Benito Juárez,Benito Juárez Norte,Ampliación Napoles,2018,Mayo,855086.0,256525.8,145868.8,102108.16,154417.64
Benito Juárez,Benito Juárez Norte,Napoles,2018,Mayo,2697175.0,809152.5,483782.4,338647.68,470504.82
Miguel Hidalgo,Polanco -Anzures,Chapultepec Morales,2018,Junio,2155276.0,646582.8,127635.2,89344.64,557238.16
Miguel Hidalgo,Polanco -Anzures,Polanco Reforma,2018,Junio,2591868.0,777560.4,126214.4,88350.08,689210.32
Miguel Hidalgo,Polanco -Anzures,Morales Secc. Alameda,2018,Junio,448652.0,134595.6,31257.6,21880.32,112715.28
Miguel Hidalgo,Polanco -Anzures,Morales Secc. Palmas,2018,Junio,680114.0,204034.2,41203.2,28842.24,175191.96
Miguel Hidalgo,lomas Chapultepec,Lomas Virreyes,2018,Junio,885689.0,265706.7,19654.4,13758.08,251948.62
Cuauhtémoc,Roma - Hipódromo,Hipódromo I,2018,Junio,2438465.0,731539.5,269952.0,188966.4,542573.1
Cuauhtémoc,Roma - Hipódromo,Hipódromo II,2018,Junio,2331039.0,699311.7,239404.8,167583.36,531728.34
Benito Juárez,Benito Juárez Sur,Noche Buena,2018,Junio,489424.0,146827.2,51622.4,36135.68,110691.52
Benito Juárez,Benito Juárez Sur,Crédito Constructor,2018,Junio,356104.0,106831.2,27942.4,19559.68,87271.52
Benito Juárez,Benito Juárez Norte,Ciudad de los Deportes,2018,Junio,570203.0,171060.9,104665.6,73265.92,97794.98
Benito Juárez,Benito Juárez Norte,Napoles,2018,Junio,2387732.0,716319.6,503673.6,352571.52,363748.08
Miguel Hidalgo,Polanco -Anzures,Polanco Chapultepec,2018,Julio,3320070.0,996021.0,207910.4,145537.28,850483.72
Miguel Hidalgo,Polanco -Anzures,Polanco Reforma,2018,Julio,2566092.0,769827.6,108928.0,76249.6,693578.0
Miguel Hidalgo,Polanco -Anzures,Los Morales,2018,Julio,740422.0,222126.6,45465.6,31825.92,190300.68
Miguel Hidalgo,Polanco -Anzures,Morales Secc. Palmas,2018,Julio,665390.0,199617.0,41440.0,29008.0,170609.0
Miguel Hidalgo,Polanco -Anzures,Anzures,2018,Julio,1920086.0,576025.8,153209.6,107246.72,468779.08
Miguel Hidalgo,lomas Chapultepec,Lomas de Chapultepec,2018,Julio,3631612.0,1089483.6,143264.0,100284.8,989198.8
Cuauhtémoc,Roma - Hipódromo,Hipódromo I,2018,Julio,2482901.0,744870.3,278476.8,194933.76,549936.54
Benito Juárez,Benito Juárez Sur,Crédito Constructor,2018,Julio,382205.0,114661.5,34099.2,23869.44,90792.06
Benito Juárez,Benito Juárez Sur,Extremadura Insurgentes,2018,Julio,264779.0,79433.7,38124.8,26687.36,52746.34
Miguel Hidalgo,Polanco -Anzures,Palmitas,2018,Agosto,558184.0,167455.2,26758.4,18730.88,148724.32
Miguel Hidalgo,Polanco -Anzures,Los Morales,2018,Agosto,772798.0,231839.4,36230.4,25361.28,206478.12
Miguel Hidalgo,Polanco -Anzures,Rincón del Bosque,2018,Agosto,190590.0,57177.0,19417.6,13592.32,43584.68
Miguel Hidalgo,lomas Chapultepec,Lomas de Chapultepec,2018,Agosto,4068804.0,1220641.2,130003.2,91002.24,1129638.96
Benito Juárez,Benito Juárez Sur,Crédito Constructor,2018,Agosto,407880.0,122364.0,37177.6,26024.32,96339.68
Benito Juárez,Benito Juárez Sur,Extremadura Insurgentes,2018,Agosto,288192.0,86457.6,27705.6,19393.92,67063.68
Benito Juárez,Benito Juárez Sur,San José Insurgentes,2018,Agosto,1631187.0,489356.1,145632.0,101942.4,387413.7
Benito Juárez,Benito Juárez Sur,Insurgentes Mixcoac,2018,Agosto,698427.0,209528.1,79328.0,55529.6,153998.5
Benito Juárez,Benito Juárez Norte,Ciudad de los Deportes,2018,Agosto,694530.0,208359.0,111769.6,78238.72,130120.28
Benito Juárez,Benito Juárez Norte,Napoles,2018,Agosto,2531207.0,759362.1,468390.4,327873.28,431488.82
Miguel Hidalgo,Polanco -Anzures,Polanco Chapultepec,2018,Septiembre,3327657.0,998297.1,204121.6,142885.12,855411.98
Miguel Hidalgo,Polanco -Anzures,Rincón del Bosque,2018,Septiembre,175998.0,52799.4,17996.8,12597.76,40201.64
Miguel Hidalgo,Polanco -Anzures,Recuperación de LDC por retiro de candado inmovilizador,2018,Septiembre,0.0,0.0,0.0,0.0,10443.0
Miguel Hidalgo,Polanco -Anzures,Anzures,2018,Septiembre,1752172.0,525651.6,128819.2,90173.44,435478.16
