Red Manual
city: Ciudad de M&eacute;xico	
cityCode: MEX
country: M&eacute;xico		
mesurementAgency: SIMAT		
URL: http://www.aire.cdmx.gob.mx
timeStamp:,1989/01/08 al 2017/10/28		
average_interval: 001d
Date,cve_station,cve_parameter,value,unit
25/02/2010,CES,PbPST,0.055,2
25/02/2010,MER,PbPST,0.066,2
25/02/2010,PED,PbPST,0.0001,2
25/02/2010,TLA,PbPST,0.054,2
25/02/2010,XAL,PbPST,0.114,2
25/02/2010,UIZ,PbPST,0.028,2
03/03/2010,CES,PbPST,0.068,2
03/03/2010,MER,PbPST,0.128,2
03/03/2010,PED,PbPST,0.0001,2
03/03/2010,TLA,PbPST,0.143,2
03/03/2010,XAL,PbPST,0.114,2
03/03/2010,UIZ,PbPST,0.039,2
09/03/2010,CES,PbPST,0.0001,2
09/03/2010,MER,PbPST,0.02,2
09/03/2010,PED,PbPST,0.0001,2
09/03/2010,TLA,PbPST,0.043,2
09/03/2010,XAL,PbPST,0.02,2
09/03/2010,UIZ,PbPST,0.0001,2
15/03/2010,CES,PbPST,0.028,2
15/03/2010,MER,PbPST,0.0001,2
15/03/2010,PED,PbPST,0.0001,2
15/03/2010,TLA,PbPST,0.0001,2
15/03/2010,XAL,PbPST,0.0001,2
15/03/2010,UIZ,PbPST,0.019,2
21/03/2010,CES,PbPST,0.0001,2
21/03/2010,MER,PbPST,0.033,2
21/03/2010,PED,PbPST,0.0001,2
21/03/2010,TLA,PbPST,0.021,2
21/03/2010,XAL,PbPST,0.052,2
21/03/2010,UIZ,PbPST,0.0001,2
27/03/2010,CES,PbPST,0.0001,2
27/03/2010,MER,PbPST,0.0001,2
27/03/2010,PED,PbPST,0.0001,2
27/03/2010,TLA,PbPST,0.0001,2
27/03/2010,XAL,PbPST,0.026,2
27/03/2010,UIZ,PbPST,0.0001,2
02/04/2010,CES,PbPST,0.0001,2
02/04/2010,MER,PbPST,0.0001,2
02/04/2010,PED,PbPST,0.0001,2
02/04/2010,TLA,PbPST,0.018,2
02/04/2010,XAL,PbPST,0.053,2
02/04/2010,UIZ,PbPST,0.0001,2
08/04/2010,CES,PbPST,0.0001,2
08/04/2010,MER,PbPST,0.0001,2
08/04/2010,PED,PbPST,0.0001,2
08/04/2010,TLA,PbPST,0.0001,2
08/04/2010,XAL,PbPST,0.032,2
08/04/2010,UIZ,PbPST,0.02,2
14/04/2010,CES,PbPST,0.0001,2
14/04/2010,MER,PbPST,0.0001,2
14/04/2010,PED,PbPST,0.0001,2
14/04/2010,TLA,PbPST,0.021,2
14/04/2010,XAL,PbPST,0.091,2
14/04/2010,UIZ,PbPST,0.0001,2
20/04/2010,CES,PbPST,0.0001,2
20/04/2010,MER,PbPST,0.0001,2
20/04/2010,PED,PbPST,0.0001,2
20/04/2010,TLA,PbPST,0.033,2
20/04/2010,XAL,PbPST,0.055,2
20/04/2010,UIZ,PbPST,0.021,2
26/04/2010,CES,PbPST,0.0001,2
26/04/2010,MER,PbPST,0.039,2
26/04/2010,TLA,PbPST,0.041,2
26/04/2010,XAL,PbPST,0.042,2
26/04/2010,UIZ,PbPST,0.0001,2
02/05/2010,CES,PbPST,0.0001,2
02/05/2010,MER,PbPST,0.0001,2
02/05/2010,PED,PbPST,0.0001,2
02/05/2010,TLA,PbPST,0.021,2
02/05/2010,XAL,PbPST,0.043,2
02/05/2010,UIZ,PbPST,0.0001,2
08/05/2010,CES,PbPST,0.018,2
08/05/2010,MER,PbPST,0.03,2
08/05/2010,PED,PbPST,0.0001,2
08/05/2010,TLA,PbPST,0.035,2
08/05/2010,XAL,PbPST,0.117,2
08/05/2010,UIZ,PbPST,0.03,2
14/05/2010,CES,PbPST,0.045,2
14/05/2010,MER,PbPST,0.061,2
14/05/2010,PED,PbPST,0.0001,2
14/05/2010,TLA,PbPST,0.0001,2
14/05/2010,XAL,PbPST,0.041,2
14/05/2010,UIZ,PbPST,0.027,2
20/05/2010,CES,PbPST,0.027,2
20/05/2010,MER,PbPST,0.103,2
20/05/2010,PED,PbPST,0.022,2
20/05/2010,TLA,PbPST,0.039,2
20/05/2010,XAL,PbPST,0.118,2
20/05/2010,UIZ,PbPST,0.027,2
26/05/2010,CES,PbPST,0.0001,2
26/05/2010,MER,PbPST,0.047,2
26/05/2010,PED,PbPST,0.0001,2
26/05/2010,TLA,PbPST,0.033,2
26/05/2010,XAL,PbPST,0.073,2
26/05/2010,UIZ,PbPST,0.019,2
01/06/2010,CES,PbPST,0.0001,2
01/06/2010,MER,PbPST,0.0001,2
01/06/2010,PED,PbPST,0.0001,2
01/06/2010,TLA,PbPST,0.026,2
01/06/2010,XAL,PbPST,0.069,2
01/06/2010,UIZ,PbPST,0.0001,2
07/06/2010,CES,PbPST,0.0001,2
07/06/2010,MER,PbPST,0.0001,2
07/06/2010,PED,PbPST,0.024,2
07/06/2010,TLA,PbPST,0.0001,2
07/06/2010,XAL,PbPST,0.023,2
07/06/2010,UIZ,PbPST,0.0001,2
13/06/2010,CES,PbPST,0.0001,2
13/06/2010,MER,PbPST,0.023,2
13/06/2010,PED,PbPST,0.0001,2
13/06/2010,TLA,PbPST,0.0001,2
13/06/2010,XAL,PbPST,0.0001,2
13/06/2010,UIZ,PbPST,0.0001,2
19/06/2010,CES,PbPST,0.0001,2
19/06/2010,MER,PbPST,0.0001,2
19/06/2010,PED,PbPST,0.0001,2
19/06/2010,TLA,PbPST,0.019,2
19/06/2010,UIZ,PbPST,0.0001,2
25/06/2010,CES,PbPST,0.0001,2
25/06/2010,MER,PbPST,0.0001,2
25/06/2010,PED,PbPST,0.0001,2
25/06/2010,TLA,PbPST,0.0001,2
25/06/2010,XAL,PbPST,0.0001,2
25/06/2010,UIZ,PbPST,0.0001,2
01/07/2010,CES,PbPST,0.0001,2
01/07/2010,MER,PbPST,0.026,2
01/07/2010,PED,PbPST,0.0001,2
01/07/2010,TLA,PbPST,0.034,2
01/07/2010,XAL,PbPST,0.035,2
01/07/2010,UIZ,PbPST,0.0001,2
07/07/2010,CES,PbPST,0.0001,2
07/07/2010,MER,PbPST,0.028,2
07/07/2010,PED,PbPST,0.0001,2
07/07/2010,TLA,PbPST,0.05,2
07/07/2010,XAL,PbPST,0.124,2
07/07/2010,UIZ,PbPST,0.0001,2
13/07/2010,CES,PbPST,0.058,2
13/07/2010,MER,PbPST,0.019,2
13/07/2010,PED,PbPST,0.024,2
13/07/2010,TLA,PbPST,0.061,2
13/07/2010,XAL,PbPST,0.095,2
13/07/2010,UIZ,PbPST,0.039,2
19/07/2010,CES,PbPST,0.0001,2
19/07/2010,MER,PbPST,0.041,2
19/07/2010,PED,PbPST,0.0001,2
19/07/2010,TLA,PbPST,0.0001,2
19/07/2010,XAL,PbPST,0.04,2
19/07/2010,UIZ,PbPST,0.0001,2
25/07/2010,CES,PbPST,0.0001,2
25/07/2010,MER,PbPST,0.0001,2
25/07/2010,PED,PbPST,0.0001,2
25/07/2010,TLA,PbPST,0.0001,2
25/07/2010,XAL,PbPST,0.0001,2
25/07/2010,UIZ,PbPST,0.0001,2
31/07/2010,CES,PbPST,0.0001,2
31/07/2010,MER,PbPST,0.037,2
31/07/2010,PED,PbPST,0.0001,2
31/07/2010,TLA,PbPST,0.028,2
31/07/2010,XAL,PbPST,0.031,2
31/07/2010,UIZ,PbPST,0.052,2
06/08/2010,CES,PbPST,0.019,2
06/08/2010,MER,PbPST,0.034,2
06/08/2010,PED,PbPST,0.0001,2
06/08/2010,TLA,PbPST,0.061,2
06/08/2010,XAL,PbPST,0.033,2
06/08/2010,UIZ,PbPST,0.037,2
12/08/2010,CES,PbPST,0.029,2
12/08/2010,MER,PbPST,0.0001,2
12/08/2010,PED,PbPST,0.0001,2
12/08/2010,TLA,PbPST,0.048,2
12/08/2010,XAL,PbPST,0.035,2
12/08/2010,UIZ,PbPST,0.044,2
18/08/2010,CES,PbPST,0.019,2
18/08/2010,PED,PbPST,0.0001,2
18/08/2010,TLA,PbPST,0.079,2
18/08/2010,XAL,PbPST,0.0001,2
18/08/2010,UIZ,PbPST,0.035,2
24/08/2010,CES,PbPST,0.0001,2
24/08/2010,MER,PbPST,0.031,2
24/08/2010,PED,PbPST,0.0001,2
24/08/2010,TLA,PbPST,0.036,2
24/08/2010,XAL,PbPST,0.137,2
24/08/2010,UIZ,PbPST,0.028,2
30/08/2010,CES,PbPST,0.024,2
30/08/2010,MER,PbPST,0.018,2
30/08/2010,PED,PbPST,0.023,2
30/08/2010,TLA,PbPST,0.032,2
30/08/2010,XAL,PbPST,0.0001,2
30/08/2010,UIZ,PbPST,0.033,2
05/09/2010,CES,PbPST,0.022,2
05/09/2010,PED,PbPST,0.035,2
05/09/2010,TLA,PbPST,0.06,2
05/09/2010,XAL,PbPST,0.067,2
05/09/2010,UIZ,PbPST,0.038,2
11/09/2010,CES,PbPST,0.048,2
11/09/2010,MER,PbPST,0.067,2
11/09/2010,PED,PbPST,0.019,2
11/09/2010,TLA,PbPST,0.048,2
11/09/2010,XAL,PbPST,0.045,2
11/09/2010,UIZ,PbPST,0.041,2
17/09/2010,CES,PbPST,0.032,2
17/09/2010,MER,PbPST,0.046,2
17/09/2010,PED,PbPST,0.043,2
17/09/2010,TLA,PbPST,0.059,2
17/09/2010,XAL,PbPST,0.04,2
17/09/2010,UIZ,PbPST,0.025,2
23/09/2010,CES,PbPST,0.027,2
23/09/2010,MER,PbPST,0.028,2
23/09/2010,PED,PbPST,0.038,2
23/09/2010,TLA,PbPST,0.066,2
23/09/2010,XAL,PbPST,0.07,2
23/09/2010,UIZ,PbPST,0.029,2
29/09/2010,CES,PbPST,0.034,2
29/09/2010,MER,PbPST,0.052,2
29/09/2010,PED,PbPST,0.03,2
29/09/2010,TLA,PbPST,0.095,2
29/09/2010,XAL,PbPST,0.079,2
29/09/2010,UIZ,PbPST,0.037,2
05/10/2010,CES,PbPST,0.031,2
05/10/2010,MER,PbPST,0.032,2
05/10/2010,PED,PbPST,0.03,2
05/10/2010,TLA,PbPST,0.071,2
05/10/2010,XAL,PbPST,0.03,2
05/10/2010,UIZ,PbPST,0.02,2
11/10/2010,CES,PbPST,0.023,2
11/10/2010,MER,PbPST,0.027,2
11/10/2010,PED,PbPST,0.0001,2
11/10/2010,TLA,PbPST,0.062,2
11/10/2010,XAL,PbPST,0.071,2
11/10/2010,UIZ,PbPST,0.024,2
17/10/2010,CES,PbPST,0.022,2
17/10/2010,MER,PbPST,0.039,2
17/10/2010,PED,PbPST,0.0001,2
17/10/2010,TLA,PbPST,0.062,2
17/10/2010,XAL,PbPST,0.036,2
17/10/2010,UIZ,PbPST,0.021,2
23/10/2010,CES,PbPST,0.022,2
23/10/2010,MER,PbPST,0.0001,2
23/10/2010,PED,PbPST,0.0001,2
23/10/2010,TLA,PbPST,0.029,2
23/10/2010,XAL,PbPST,0.031,2
23/10/2010,UIZ,PbPST,0.0001,2
29/10/2010,CES,PbPST,0.0001,2
29/10/2010,MER,PbPST,0.087,2
29/10/2010,PED,PbPST,0.0001,2
29/10/2010,TLA,PbPST,0.027,2
29/10/2010,XAL,PbPST,0.04,2
29/10/2010,UIZ,PbPST,0.0001,2
04/11/2010,CES,PbPST,0.03,2
04/11/2010,MER,PbPST,0.027,2
04/11/2010,PED,PbPST,0.0001,2
04/11/2010,TLA,PbPST,0.023,2
04/11/2010,XAL,PbPST,0.057,2
04/11/2010,UIZ,PbPST,0.031,2
10/11/2010,CES,PbPST,0.019,2
10/11/2010,MER,PbPST,0.022,2
10/11/2010,PED,PbPST,0.0001,2
10/11/2010,TLA,PbPST,0.063,2
10/11/2010,XAL,PbPST,0.081,2
16/11/2010,CES,PbPST,0.0001,2
16/11/2010,MER,PbPST,0.044,2
16/11/2010,PED,PbPST,0.0001,2
16/11/2010,TLA,PbPST,0.032,2
16/11/2010,XAL,PbPST,0.086,2
16/11/2010,UIZ,PbPST,0.018,2
22/11/2010,CES,PbPST,0.0001,2
22/11/2010,MER,PbPST,0.037,2
22/11/2010,PED,PbPST,0.0001,2
22/11/2010,TLA,PbPST,0.103,2
22/11/2010,XAL,PbPST,0.067,2
22/11/2010,UIZ,PbPST,0.031,2
28/11/2010,CES,PbPST,0.023,2
28/11/2010,MER,PbPST,0.058,2
28/11/2010,PED,PbPST,0.0001,2
28/11/2010,TLA,PbPST,0.088,2
28/11/2010,UIZ,PbPST,0.0001,2
04/12/2010,CES,PbPST,0.042,2
04/12/2010,MER,PbPST,0.079,2
04/12/2010,PED,PbPST,0.029,2
04/12/2010,TLA,PbPST,0.093,2
04/12/2010,XAL,PbPST,0.141,2
04/12/2010,UIZ,PbPST,0.042,2
10/12/2010,CES,PbPST,0.031,2
10/12/2010,MER,PbPST,0.084,2
10/12/2010,PED,PbPST,0.023,2
10/12/2010,TLA,PbPST,0.072,2
10/12/2010,XAL,PbPST,0.136,2
10/12/2010,UIZ,PbPST,0.03,2
16/12/2010,CES,PbPST,0.033,2
16/12/2010,MER,PbPST,0.05,2
16/12/2010,PED,PbPST,0.0001,2
16/12/2010,TLA,PbPST,0.091,2
16/12/2010,XAL,PbPST,0.104,2
16/12/2010,UIZ,PbPST,0.0001,2
22/12/2010,CES,PbPST,0.077,2
22/12/2010,MER,PbPST,0.053,2
22/12/2010,PED,PbPST,0.042,2
22/12/2010,TLA,PbPST,0.067,2
22/12/2010,XAL,PbPST,0.107,2
22/12/2010,UIZ,PbPST,0.095,2
08/01/2010,CES,PbPM10,0.0001,2
08/01/2010,MER,PbPM10,0.0001,2
08/01/2010,PED,PbPM10,0.0001,2
08/01/2010,TLA,PbPM10,0.026,2
08/01/2010,XAL,PbPM10,0.026,2
08/01/2010,UIZ,PbPM10,0.0001,2
08/01/2010,LPR,PbPM10,0.049,2
14/01/2010,CES,PbPM10,0.0001,2
14/01/2010,PED,PbPM10,0.0001,2
14/01/2010,TLA,PbPM10,0.093,2
14/01/2010,XAL,PbPM10,0.22,2
14/01/2010,NEZ,PbPM10,0.0001,2
14/01/2010,UIZ,PbPM10,0.0001,2
14/01/2010,LPR,PbPM10,0.0001,2
20/01/2010,CES,PbPM10,0.0001,2
20/01/2010,MER,PbPM10,0.0001,2
20/01/2010,PED,PbPM10,0.0001,2
20/01/2010,TLA,PbPM10,0.083,2
20/01/2010,NEZ,PbPM10,0.0001,2
20/01/2010,UIZ,PbPM10,0.0001,2
20/01/2010,LPR,PbPM10,0.084,2
26/01/2010,CES,PbPM10,0.0001,2
26/01/2010,MER,PbPM10,0.048,2
26/01/2010,PED,PbPM10,0.0001,2
26/01/2010,TLA,PbPM10,0.0001,2
26/01/2010,XAL,PbPM10,0.0001,2
26/01/2010,NEZ,PbPM10,0.0001,2
26/01/2010,UIZ,PbPM10,0.0001,2
26/01/2010,LPR,PbPM10,0.029,2
01/02/2010,MER,PbPM10,0.0001,2
01/02/2010,PED,PbPM10,0.0001,2
01/02/2010,TLA,PbPM10,0.039,2
01/02/2010,XAL,PbPM10,0.0001,2
01/02/2010,NEZ,PbPM10,0.0001,2
01/02/2010,UIZ,PbPM10,0.0001,2
01/02/2010,LPR,PbPM10,0.0001,2
07/02/2010,CES,PbPM10,0.0001,2
07/02/2010,MER,PbPM10,0.039,2
07/02/2010,PED,PbPM10,0.0001,2
07/02/2010,TLA,PbPM10,0.0001,2
07/02/2010,XAL,PbPM10,0.047,2
07/02/2010,NEZ,PbPM10,0.0001,2
07/02/2010,UIZ,PbPM10,0.0001,2
07/02/2010,LPR,PbPM10,0.033,2
13/02/2010,MER,PbPM10,0.0001,2
13/02/2010,PED,PbPM10,0.0001,2
13/02/2010,TLA,PbPM10,0.038,2
13/02/2010,XAL,PbPM10,0.0001,2
13/02/2010,NEZ,PbPM10,0.0001,2
13/02/2010,UIZ,PbPM10,0.0001,2
13/02/2010,LPR,PbPM10,0.023,2
19/02/2010,MER,PbPM10,0.0001,2
19/02/2010,PED,PbPM10,0.0001,2
19/02/2010,TLA,PbPM10,0.0001,2
19/02/2010,XAL,PbPM10,0.0001,2
19/02/2010,NEZ,PbPM10,0.0001,2
19/02/2010,UIZ,PbPM10,0.0001,2
19/02/2010,LPR,PbPM10,0.0001,2
25/02/2010,CES,PbPM10,0.036,2
25/02/2010,MER,PbPM10,0.026,2
25/02/2010,PED,PbPM10,0.0001,2
25/02/2010,TLA,PbPM10,0.0001,2
25/02/2010,XAL,PbPM10,0.054,2
25/02/2010,UIZ,PbPM10,0.027,2
25/02/2010,LPR,PbPM10,0.06,2
03/03/2010,CES,PbPM10,0.0001,2
03/03/2010,MER,PbPM10,0.061,2
03/03/2010,PED,PbPM10,0.0001,2
03/03/2010,TLA,PbPM10,0.063,2
03/03/2010,XAL,PbPM10,0.091,2
03/03/2010,NEZ,PbPM10,0.0001,2
03/03/2010,UIZ,PbPM10,0.0001,2
03/03/2010,LPR,PbPM10,0.09,2
09/03/2010,CES,PbPM10,0.0001,2
09/03/2010,MER,PbPM10,0.0001,2
09/03/2010,PED,PbPM10,0.0001,2
09/03/2010,TLA,PbPM10,0.0001,2
09/03/2010,XAL,PbPM10,0.021,2
09/03/2010,NEZ,PbPM10,0.0001,2
09/03/2010,UIZ,PbPM10,0.0001,2
09/03/2010,LPR,PbPM10,0.0001,2
15/03/2010,CES,PbPM10,0.0001,2
15/03/2010,MER,PbPM10,0.0001,2
15/03/2010,PED,PbPM10,0.0001,2
15/03/2010,TLA,PbPM10,0.0001,2
15/03/2010,XAL,PbPM10,0.0001,2
15/03/2010,NEZ,PbPM10,0.0001,2
15/03/2010,UIZ,PbPM10,0.0001,2
15/03/2010,LPR,PbPM10,0.0001,2
21/03/2010,CES,PbPM10,0.0001,2
21/03/2010,MER,PbPM10,0.025,2
21/03/2010,PED,PbPM10,0.0001,2
21/03/2010,TLA,PbPM10,0.0001,2
21/03/2010,XAL,PbPM10,0.026,2
21/03/2010,NEZ,PbPM10,0.0001,2
21/03/2010,UIZ,PbPM10,0.0001,2
21/03/2010,LPR,PbPM10,0.059,2
27/03/2010,CES,PbPM10,0.0001,2
27/03/2010,MER,PbPM10,0.0001,2
27/03/2010,PED,PbPM10,0.0001,2
27/03/2010,TLA,PbPM10,0.0001,2
27/03/2010,XAL,PbPM10,0.0001,2
27/03/2010,NEZ,PbPM10,0.0001,2
27/03/2010,UIZ,PbPM10,0.0001,2
27/03/2010,LPR,PbPM10,0.0001,2
02/04/2010,CES,PbPM10,0.0001,2
02/04/2010,MER,PbPM10,0.0001,2
02/04/2010,PED,PbPM10,0.0001,2
02/04/2010,TLA,PbPM10,0.0001,2
02/04/2010,XAL,PbPM10,0.026,2
02/04/2010,NEZ,PbPM10,0.0001,2
02/04/2010,UIZ,PbPM10,0.0001,2
02/04/2010,LPR,PbPM10,0.0001,2
08/04/2010,CES,PbPM10,0.0001,2
08/04/2010,MER,PbPM10,0.0001,2
08/04/2010,PED,PbPM10,0.0001,2
08/04/2010,TLA,PbPM10,0.0001,2
08/04/2010,XAL,PbPM10,0.021,2
08/04/2010,NEZ,PbPM10,0.0001,2
08/04/2010,UIZ,PbPM10,0.0001,2
08/04/2010,LPR,PbPM10,0.0001,2
14/04/2010,CES,PbPM10,0.0001,2
14/04/2010,MER,PbPM10,0.0001,2
14/04/2010,PED,PbPM10,0.0001,2
14/04/2010,TLA,PbPM10,0.022,2
14/04/2010,XAL,PbPM10,0.042,2
14/04/2010,UIZ,PbPM10,0.0001,2
14/04/2010,LPR,PbPM10,0.059,2
20/04/2010,CES,PbPM10,0.0001,2
20/04/2010,MER,PbPM10,0.0001,2
20/04/2010,PED,PbPM10,0.0001,2
20/04/2010,TLA,PbPM10,0.02,2
20/04/2010,XAL,PbPM10,0.036,2
20/04/2010,NEZ,PbPM10,0.0001,2
20/04/2010,UIZ,PbPM10,0.0001,2
20/04/2010,LPR,PbPM10,0.0001,2
26/04/2010,CES,PbPM10,0.0001,2
26/04/2010,MER,PbPM10,0.039,2
26/04/2010,PED,PbPM10,0.0001,2
26/04/2010,TLA,PbPM10,0.0001,2
26/04/2010,XAL,PbPM10,0.0001,2
26/04/2010,NEZ,PbPM10,0.0001,2
26/04/2010,UIZ,PbPM10,0.0001,2
26/04/2010,LPR,PbPM10,0.0001,2
02/05/2010,CES,PbPM10,0.0001,2
02/05/2010,MER,PbPM10,0.0001,2
02/05/2010,PED,PbPM10,0.0001,2
02/05/2010,TLA,PbPM10,0.02,2
02/05/2010,XAL,PbPM10,0.0001,2
02/05/2010,NEZ,PbPM10,0.0001,2
02/05/2010,UIZ,PbPM10,0.0001,2
02/05/2010,LPR,PbPM10,0.0001,2
08/05/2010,CES,PbPM10,0.0001,2
08/05/2010,MER,PbPM10,0.022,2
08/05/2010,PED,PbPM10,0.0001,2
08/05/2010,TLA,PbPM10,0.033,2
08/05/2010,XAL,PbPM10,0.033,2
08/05/2010,NEZ,PbPM10,0.0001,2
08/05/2010,UIZ,PbPM10,0.024,2
08/05/2010,LPR,PbPM10,0.0001,2
14/05/2010,CES,PbPM10,0.0001,2
14/05/2010,MER,PbPM10,0.039,2
14/05/2010,PED,PbPM10,0.0001,2
14/05/2010,TLA,PbPM10,0.0001,2
14/05/2010,NEZ,PbPM10,0.02,2
14/05/2010,UIZ,PbPM10,0.026,2
14/05/2010,LPR,PbPM10,0.0001,2
20/05/2010,CES,PbPM10,0.0001,2
20/05/2010,MER,PbPM10,0.051,2
20/05/2010,PED,PbPM10,0.0001,2
20/05/2010,TLA,PbPM10,0.02,2
20/05/2010,XAL,PbPM10,0.031,2
20/05/2010,NEZ,PbPM10,0.0001,2
20/05/2010,UIZ,PbPM10,0.021,2
20/05/2010,LPR,PbPM10,0.04,2
26/05/2010,CES,PbPM10,0.0001,2
26/05/2010,MER,PbPM10,0.042,2
26/05/2010,PED,PbPM10,0.0001,2
26/05/2010,TLA,PbPM10,0.0001,2
26/05/2010,XAL,PbPM10,0.0001,2
26/05/2010,NEZ,PbPM10,0.036,2
26/05/2010,UIZ,PbPM10,0.0001,2
26/05/2010,LPR,PbPM10,0.031,2
01/06/2010,CES,PbPM10,0.0001,2
01/06/2010,MER,PbPM10,0.0001,2
01/06/2010,PED,PbPM10,0.0001,2
01/06/2010,TLA,PbPM10,0.0001,2
01/06/2010,XAL,PbPM10,0.026,2
01/06/2010,UIZ,PbPM10,0.0001,2
01/06/2010,LPR,PbPM10,0.04,2
07/06/2010,CES,PbPM10,0.0001,2
07/06/2010,MER,PbPM10,0.0001,2
07/06/2010,PED,PbPM10,0.0001,2
07/06/2010,TLA,PbPM10,0.0001,2
07/06/2010,XAL,PbPM10,0.0001,2
07/06/2010,NEZ,PbPM10,0.0001,2
07/06/2010,UIZ,PbPM10,0.0001,2
07/06/2010,LPR,PbPM10,0.0001,2
13/06/2010,CES,PbPM10,0.0001,2
13/06/2010,MER,PbPM10,0.0001,2
13/06/2010,PED,PbPM10,0.0001,2
13/06/2010,TLA,PbPM10,0.0001,2
13/06/2010,XAL,PbPM10,0.0001,2
13/06/2010,NEZ,PbPM10,0.0001,2
13/06/2010,UIZ,PbPM10,0.0001,2
13/06/2010,LPR,PbPM10,0.0001,2
19/06/2010,CES,PbPM10,0.0001,2
19/06/2010,MER,PbPM10,0.0001,2
19/06/2010,PED,PbPM10,0.0001,2
19/06/2010,TLA,PbPM10,0.0001,2
19/06/2010,NEZ,PbPM10,0.0001,2
19/06/2010,UIZ,PbPM10,0.0001,2
19/06/2010,LPR,PbPM10,0.0001,2
25/06/2010,CES,PbPM10,0.0001,2
25/06/2010,MER,PbPM10,0.0001,2
25/06/2010,PED,PbPM10,0.0001,2
25/06/2010,TLA,PbPM10,0.0001,2
25/06/2010,XAL,PbPM10,0.0001,2
25/06/2010,NEZ,PbPM10,0.0001,2
25/06/2010,UIZ,PbPM10,0.0001,2
25/06/2010,LPR,PbPM10,0.0001,2
01/07/2010,CES,PbPM10,0.0001,2
01/07/2010,MER,PbPM10,0.0001,2
01/07/2010,PED,PbPM10,0.0001,2
01/07/2010,TLA,PbPM10,0.023,2
01/07/2010,XAL,PbPM10,0.0001,2
01/07/2010,NEZ,PbPM10,0.0001,2
01/07/2010,UIZ,PbPM10,0.0001,2
01/07/2010,LPR,PbPM10,0.0001,2
07/07/2010,CES,PbPM10,0.0001,2
07/07/2010,MER,PbPM10,0.021,2
07/07/2010,PED,PbPM10,0.0001,2
07/07/2010,TLA,PbPM10,0.033,2
07/07/2010,XAL,PbPM10,0.092,2
07/07/2010,NEZ,PbPM10,0.0001,2
07/07/2010,UIZ,PbPM10,0.0001,2
07/07/2010,LPR,PbPM10,0.025,2
13/07/2010,CES,PbPM10,0.044,2
13/07/2010,MER,PbPM10,0.0001,2
13/07/2010,PED,PbPM10,0.0001,2
13/07/2010,TLA,PbPM10,0.0001,2
13/07/2010,XAL,PbPM10,0.029,2
13/07/2010,NEZ,PbPM10,0.0001,2
13/07/2010,UIZ,PbPM10,0.034,2
13/07/2010,LPR,PbPM10,0.0001,2
19/07/2010,CES,PbPM10,0.0001,2
19/07/2010,MER,PbPM10,0.0001,2
19/07/2010,TLA,PbPM10,0.0001,2
19/07/2010,XAL,PbPM10,0.0001,2
19/07/2010,NEZ,PbPM10,0.0001,2
19/07/2010,UIZ,PbPM10,0.0001,2
19/07/2010,LPR,PbPM10,0.0001,2
25/07/2010,CES,PbPM10,0.0001,2
25/07/2010,MER,PbPM10,0.0001,2
25/07/2010,PED,PbPM10,0.0001,2
25/07/2010,TLA,PbPM10,0.0001,2
25/07/2010,XAL,PbPM10,0.0001,2
25/07/2010,NEZ,PbPM10,0.035,2
25/07/2010,UIZ,PbPM10,0.0001,2
25/07/2010,LPR,PbPM10,0.0001,2
31/07/2010,CES,PbPM10,0.0001,2
31/07/2010,MER,PbPM10,0.0001,2
31/07/2010,PED,PbPM10,0.0001,2
31/07/2010,TLA,PbPM10,0.026,2
31/07/2010,XAL,PbPM10,0.026,2
31/07/2010,NEZ,PbPM10,0.0001,2
31/07/2010,UIZ,PbPM10,0.0001,2
31/07/2010,LPR,PbPM10,0.033,2
06/08/2010,CES,PbPM10,0.0001,2
06/08/2010,MER,PbPM10,0.023,2
06/08/2010,PED,PbPM10,0.0001,2
06/08/2010,TLA,PbPM10,0.0001,2
06/08/2010,XAL,PbPM10,0.026,2
06/08/2010,NEZ,PbPM10,0.051,2
06/08/2010,UIZ,PbPM10,0.039,2
06/08/2010,LPR,PbPM10,0.0001,2
12/08/2010,CES,PbPM10,0.029,2
12/08/2010,MER,PbPM10,0.0001,2
12/08/2010,PED,PbPM10,0.0001,2
12/08/2010,TLA,PbPM10,0.0001,2
12/08/2010,XAL,PbPM10,0.0001,2
12/08/2010,NEZ,PbPM10,0.0001,2
12/08/2010,UIZ,PbPM10,0.035,2
12/08/2010,LPR,PbPM10,0.034,2
18/08/2010,CES,PbPM10,0.0001,2
18/08/2010,MER,PbPM10,0.03,2
18/08/2010,PED,PbPM10,0.0001,2
18/08/2010,TLA,PbPM10,0.038,2
18/08/2010,XAL,PbPM10,0.0001,2
18/08/2010,NEZ,PbPM10,0.0001,2
18/08/2010,UIZ,PbPM10,0.0001,2
18/08/2010,LPR,PbPM10,0.0001,2
24/08/2010,CES,PbPM10,0.0001,2
24/08/2010,MER,PbPM10,0.028,2
24/08/2010,PED,PbPM10,0.0001,2
24/08/2010,TLA,PbPM10,0.0001,2
24/08/2010,XAL,PbPM10,0.023,2
24/08/2010,NEZ,PbPM10,0.0001,2
24/08/2010,UIZ,PbPM10,0.021,2
30/08/2010,CES,PbPM10,0.024,2
30/08/2010,MER,PbPM10,0.0001,2
30/08/2010,PED,PbPM10,0.0001,2
30/08/2010,TLA,PbPM10,0.031,2
30/08/2010,XAL,PbPM10,0.0001,2
30/08/2010,NEZ,PbPM10,0.03,2
30/08/2010,UIZ,PbPM10,0.0001,2
30/08/2010,LPR,PbPM10,0.0001,2
